#server_pair_id,src,dst,pdf_num_bytes
0,320,321,0.011111111111111112
1,320,322,0.011111111111111112
2,320,323,0.011111111111111112
3,320,324,0.011111111111111112
4,320,328,0.011111111111111112
5,320,329,0.011111111111111112
6,320,330,0.011111111111111112
7,320,331,0.011111111111111112
8,320,332,0.011111111111111112
9,321,320,0.011111111111111112
10,321,322,0.011111111111111112
11,321,323,0.011111111111111112
12,321,324,0.011111111111111112
13,321,328,0.011111111111111112
14,321,329,0.011111111111111112
15,321,330,0.011111111111111112
16,321,331,0.011111111111111112
17,321,332,0.011111111111111112
18,322,320,0.011111111111111112
19,322,321,0.011111111111111112
20,322,323,0.011111111111111112
21,322,324,0.011111111111111112
22,322,328,0.011111111111111112
23,322,329,0.011111111111111112
24,322,330,0.011111111111111112
25,322,331,0.011111111111111112
26,322,332,0.011111111111111112
27,323,320,0.011111111111111112
28,323,321,0.011111111111111112
29,323,322,0.011111111111111112
30,323,324,0.011111111111111112
31,323,328,0.011111111111111112
32,323,329,0.011111111111111112
33,323,330,0.011111111111111112
34,323,331,0.011111111111111112
35,323,332,0.011111111111111112
36,324,320,0.011111111111111112
37,324,321,0.011111111111111112
38,324,322,0.011111111111111112
39,324,323,0.011111111111111112
40,324,328,0.011111111111111112
41,324,329,0.011111111111111112
42,324,330,0.011111111111111112
43,324,331,0.011111111111111112
44,324,332,0.011111111111111112
45,328,320,0.011111111111111112
46,328,321,0.011111111111111112
47,328,322,0.011111111111111112
48,328,323,0.011111111111111112
49,328,324,0.011111111111111112
50,328,329,0.011111111111111112
51,328,330,0.011111111111111112
52,328,331,0.011111111111111112
53,328,332,0.011111111111111112
54,329,320,0.011111111111111112
55,329,321,0.011111111111111112
56,329,322,0.011111111111111112
57,329,323,0.011111111111111112
58,329,324,0.011111111111111112
59,329,328,0.011111111111111112
60,329,330,0.011111111111111112
61,329,331,0.011111111111111112
62,329,332,0.011111111111111112
63,330,320,0.011111111111111112
64,330,321,0.011111111111111112
65,330,322,0.011111111111111112
66,330,323,0.011111111111111112
67,330,324,0.011111111111111112
68,330,328,0.011111111111111112
69,330,329,0.011111111111111112
70,330,331,0.011111111111111112
71,330,332,0.011111111111111112
72,331,320,0.011111111111111112
73,331,321,0.011111111111111112
74,331,322,0.011111111111111112
75,331,323,0.011111111111111112
76,331,324,0.011111111111111112
77,331,328,0.011111111111111112
78,331,329,0.011111111111111112
79,331,330,0.011111111111111112
80,331,332,0.011111111111111112
81,332,320,0.011111111111111112
82,332,321,0.011111111111111112
83,332,322,0.011111111111111112
84,332,323,0.011111111111111112
85,332,324,0.011111111111111112
86,332,328,0.011111111111111112
87,332,329,0.011111111111111112
88,332,330,0.011111111111111112
89,332,331,0.011111111111111112
